#n	Vector(ns)	LinkedList(ns)
50	111	153
51	108	149
52	112	165
53	109	162
54	107	157
55	105	161
56	101	169
57	110	171
58	113	163
59	108	183
60	105	171
61	108	171
62	122	185
63	176	274
64	190	256
65	174	258
66	175	254
67	179	271
68	184	264
69	166	255
70	166	251
71	107	183
72	111	165
73	113	189
74	110	181
75	106	186
76	107	205
77	114	173
78	120	217
79	108	187
80	118	201
81	105	180
82	104	198
83	113	196
84	111	203
85	105	200
86	107	199
87	108	196
88	112	208
89	108	196
90	109	194
91	109	201
92	107	203
93	105	197
94	106	197
95	106	177
96	110	211
97	110	191
98	106	210
99	107	218
100	114	198
101	106	204
102	128	213
103	108	208
104	112	207
105	107	202
106	109	215
107	131	261
108	110	214
109	110	205
110	108	226
111	115	205
112	112	216
113	105	219
114	136	257
115	127	262
116	108	207
117	110	238
118	111	224
119	114	213
120	108	213
121	105	231
122	106	214
123	114	229
124	111	225
125	106	231
126	112	224
127	105	253
128	107	222
129	109	239
130	114	244
131	110	245
132	105	234
133	159	320
134	109	232
135	106	229
136	107	230
137	110	233
138	108	246
139	297	524
140	109	255
141	108	249
142	116	275
143	148	290
144	256	487
145	115	279
146	111	228
147	107	264
148	124	282
149	105	280
150	114	252
151	108	245
152	107	253
153	130	301
154	105	262
155	110	267
156	108	266
157	107	279
158	103	270
159	111	293
160	117	291
161	112	269
162	126	257
163	132	291
164	243	432
165	124	286
166	116	291
167	126	319
168	133	317
169	135	300
170	174	365
171	108	279
172	108	265
173	109	284
174	126	268
175	109	268
176	165	399
177	169	378
178	149	335
179	164	349
180	182	397
181	194	404
182	164	390
183	186	433
184	197	443
185	111	278
186	123	335
187	124	320
188	106	306
189	106	298
190	179	415
191	166	397
192	107	275
193	104	291
194	108	299
195	111	290
196	108	306
197	107	312
198	170	402
199	115	356
200	149	384
201	155	409
202	157	381
203	149	400
204	147	358
205	163	379
206	144	373
207	200	451
208	109	323
209	156	418
210	152	418
211	153	390
212	108	314
213	155	401
214	114	339
215	110	316
216	106	294
217	106	354
218	103	323
219	109	298
220	124	360
221	110	325
222	110	319
223	106	321
224	110	282
225	112	336
226	108	300
227	108	341
228	108	318
229	111	310
230	105	318
231	109	360
232	106	316
233	114	339
234	107	348
235	105	332
236	107	350
237	111	350
238	109	297
239	107	333
240	115	319
241	103	347
242	108	378
243	109	350
244	108	340
245	114	363
246	110	397
247	110	339
248	111	352
249	115	343
250	107	355
251	115	341
252	107	339
253	107	343
254	110	344
255	104	348
256	108	352
257	108	347
258	105	352
259	106	384
260	108	362
261	126	417
262	110	369
263	106	355
264	110	363
265	110	360
266	109	390
267	111	354
268	112	354
269	106	382
270	110	401
271	107	371
272	117	392
273	109	348
