#n	Vector(ns)	LinkedList(ns)
50	75	116
51	73	116
52	73	121
53	70	145
54	77	124
55	79	125
56	79	125
57	76	131
58	78	143
59	84	137
60	81	131
61	78	135
62	92	137
63	82	145
64	87	293
65	108	169
66	105	166
67	104	156
68	96	164
69	96	170
70	108	165
71	98	189
72	108	166
73	108	182
74	104	179
75	114	186
76	116	185
77	112	183
78	104	182
79	115	186
80	115	180
81	108	200
82	118	189
83	116	198
84	114	209
85	118	203
86	125	205
87	135	203
88	125	217
89	128	229
90	132	223
91	138	216
92	133	218
93	137	226
94	138	235
95	158	231
96	150	237
97	147	245
98	147	238
99	142	246
100	147	244
101	149	246
102	150	242
103	152	250
104	148	252
105	155	262
106	167	246
107	155	266
108	155	261
109	171	257
110	164	243
111	191	243
112	165	248
113	161	251
114	165	253
115	163	249
116	171	245
117	166	241
118	164	245
119	161	266
120	161	258
121	170	255
122	165	266
123	173	261
124	166	257
125	169	269
126	180	246
127	162	273
128	158	276
129	178	257
130	173	269
131	178	267
132	163	271
133	169	284
134	176	264
135	178	271
136	176	268
137	177	266
138	190	268
139	181	272
140	186	268
141	184	272
142	178	273
143	179	301
144	187	277
145	182	281
146	172	288
147	187	280
148	185	285
149	193	291
150	189	306
151	196	297
152	186	287
153	191	280
154	186	287
155	189	279
156	190	282
157	183	293
158	183	302
159	182	299
160	195	281
161	192	297
162	194	284
163	219	310
164	196	301
165	198	303
166	200	302
167	204	304
168	210	297
169	201	290
170	198	303
171	208	293
172	191	310
173	206	303
174	191	309
175	204	311
176	205	301
177	198	317
178	207	309
179	205	306
180	213	306
181	196	321
182	225	344
183	210	308
184	212	302
185	214	307
186	202	322
187	215	313
188	213	318
189	234	290
190	234	318
191	246	315
192	223	311
193	245	366
194	235	410
195	248	485
196	219	345
197	236	329
198	363	342
199	230	319
200	213	326
201	223	326
202	214	339
203	218	330
204	212	344
205	246	308
206	231	322
207	238	320
208	213	340
209	219	342
210	221	341
211	219	346
212	234	338
213	230	343
214	224	352
215	221	348
216	249	344
217	247	341
218	230	351
219	242	344
220	244	360
221	227	347
222	241	358
223	254	328
224	229	354
225	254	329
226	232	351
227	245	340
228	239	380
229	251	342
230	237	364
231	242	354
232	252	350
233	246	359
234	250	359
235	266	385
236	252	529
237	260	368
238	266	363
239	271	362
240	242	384
241	246	368
242	256	374
243	256	363
244	257	369
245	276	344
246	255	369
247	262	368
248	255	403
249	264	394
250	256	379
251	280	352
252	246	387
253	274	357
254	269	363
255	243	404
256	262	377
257	270	372
258	280	372
259	266	384
260	273	369
261	262	378
262	265	390
263	285	362
264	254	406
265	274	388
266	258	401
267	257	404
268	279	375
269	280	377
270	258	396
271	256	404
272	287	377
273	281	582
274	284	416
275	294	404
276	276	414
277	278	392
278	258	418
279	285	386
280	272	421
281	279	400
282	269	420
283	280	394
284	298	397
285	275	411
286	283	398
287	295	398
288	300	391
289	285	407
290	295	407
291	306	396
292	289	410
293	273	430
294	278	427
295	276	442
296	304	408
297	293	510
298	299	409
299	296	411
300	307	397
301	285	432
302	283	422
303	300	415
304	321	560
305	308	425
306	290	577
307	292	462
308	310	444
309	287	595
310	318	428
311	288	437
312	297	444
313	301	428
314	324	402
315	333	404
316	286	455
317	326	417
318	290	460
319	300	450
320	310	446
321	312	426
322	313	437
323	322	430
324	312	442
325	290	467
326	317	439
327	320	428
328	304	459
329	325	441
330	307	460
331	325	438
332	312	461
333	303	465
334	305	459
335	329	444
336	316	455
337	308	450
338	332	446
339	342	471
340	353	461
341	334	449
342	330	455
343	346	431
344	303	481
345	324	460
346	329	462
347	339	443
348	346	440
349	344	455
350	339	459
351	333	455
352	323	476
353	312	499
354	332	468
355	319	471
356	353	452
357	337	480
358	317	493
359	319	487
360	348	467
361	325	493
362	321	502
363	317	503
364	354	458
365	316	503
366	350	481
367	354	459
368	374	461
369	347	502
370	523	454
371	362	467
372	367	465
373	354	479
374	378	456
375	338	498
376	397	438
377	367	479
378	339	493
379	346	494
380	363	493
381	349	503
382	352	496
383	380	468
384	365	489
385	352	490
386	357	507
387	391	454
388	348	520
389	345	527
390	341	533
391	349	542
392	362	513
393	348	540
394	341	554
395	345	545
396	353	540
397	390	550
398	374	546
399	372	549
400	419	503
401	392	510
402	363	525
403	376	507
404	374	516
405	382	518
406	380	515
407	391	502
408	377	519
409	385	526
410	398	503
411	363	547
412	417	500
413	393	528
414	380	550
415	403	502
416	408	502
417	334	598
418	345	581
419	390	537
420	369	576
421	388	541
422	416	503
423	390	617
424	417	576
425	430	597
426	407	593
427	405	673
428	412	582
429	408	578
430	400	606
431	380	636
432	369	696
433	385	676
434	388	679
435	417	616
436	397	645
437	423	719
438	429	588
439	406	623
440	417	597
441	403	626
442	397	643
443	420	624
444	430	616
445	406	623
446	426	640
447	416	660
448	425	626
449	425	622
450	424	640
451	470	611
452	429	639
453	424	650
454	434	649
455	466	570
456	431	636
457	379	692
458	446	667
459	397	677
460	420	681
461	466	602
462	426	635
463	448	615
464	442	632
465	424	703
466	386	727
467	443	648
468	423	690
469	421	672
470	428	688
471	464	614
472	435	637
473	435	655
474	472	637
475	427	676
476	450	631
477	409	759
478	472	656
479	449	648
480	415	694
481	463	674
482	480	642
483	445	669
484	450	640
485	442	668
486	430	671
487	439	681
488	416	701
489	457	648
490	454	679
491	468	630
492	421	729
493	465	643
494	434	718
495	441	702
496	419	744
497	444	1635
498	431	711
499	473	642
500	464	599
501	447	626
502	458	632
503	470	604
504	423	679
505	444	666
506	423	669
507	414	684
508	436	685
509	395	753
510	442	673
511	446	662
512	453	705
513	425	718
514	473	690
515	448	755
516	483	674
517	467	698
518	429	705
519	465	652
520	476	686
521	412	726
522	431	720
523	467	660
524	474	656
525	456	675
526	452	684
527	448	705
528	471	660
529	462	705
530	425	744
531	477	690
532	418	756
533	527	633
534	454	706
535	483	649
536	492	704
537	441	737
538	470	697
539	473	706
540	440	762
541	432	773
542	476	696
543	473	694
544	487	716
545	431	771
546	440	784
547	487	704
548	480	726
549	456	751
550	443	770
551	473	731
552	493	697
553	466	747
554	497	707
555	482	730
556	501	687
557	497	777
558	450	914
559	468	780
560	502	789
561	514	795
562	547	857
563	497	829
564	478	897
565	494	810
566	518	846
567	519	808
568	537	808
569	496	807
570	531	759
571	528	776
572	485	864
573	521	800
574	553	729
575	528	796
576	501	837
577	468	869
578	487	861
579	523	798
580	512	807
581	510	843
582	493	850
583	504	827
584	516	821
585	575	764
586	525	802
587	577	859
588	541	803
589	532	921
590	515	839
591	514	877
592	526	826
593	493	884
594	552	776
595	529	841
596	526	857
597	543	834
598	515	866
599	533	828
600	579	762
601	537	835
602	551	923
603	545	827
604	637	899
605	535	860
606	534	888
607	529	945
608	545	830
609	538	879
610	569	772
611	532	883
612	588	836
613	535	915
614	464	1018
615	642	1002
616	559	895
617	530	911
618	523	951
619	551	894
620	593	795
621	572	842
622	558	855
623	518	991
624	540	811
625	500	904
626	523	848
627	565	767
628	548	789
629	578	786
630	545	827
631	555	988
632	667	1065
633	560	909
634	565	886
635	588	912
636	522	953
637	503	1015
638	563	878
639	553	916
640	620	771
641	540	939
642	532	1063
643	575	955
644	614	892
645	549	948
646	597	882
647	573	901
648	558	941
649	583	874
650	547	946
651	617	845
652	544	960
653	585	917
654	563	924
655	569	929
656	603	857
657	608	857
658	553	965
659	556	948
660	542	1021
661	516	1018
662	560	963
663	579	912
664	575	952
665	566	992
666	595	923
667	617	867
668	579	958
669	588	948
670	579	1000
671	583	1002
672	592	1005
673	585	973
674	574	963
675	608	943
676	654	852
677	587	972
678	569	1003
679	647	868
680	607	934
681	626	923
682	609	992
683	611	936
684	616	958
685	613	937
686	557	1067
687	604	1043
688	610	1035
689	577	1120
690	590	1038
691	592	1051
692	634	1031
693	536	1231
694	644	970
695	587	1082
696	608	1011
697	627	1011
698	627	965
699	627	1201
700	621	1104
701	593	1039
702	611	1044
703	597	1062
704	630	991
705	627	1068
706	568	1098
707	616	1005
708	625	1022
709	602	1066
710	626	1028
711	598	1063
712	666	944
713	606	1170
714	615	1010
715	591	1100
716	721	1135
717	566	1137
718	607	1070
719	582	1152
720	634	1038
721	644	982
722	588	1131
723	629	1062
724	642	1042
725	663	1027
726	657	1004
727	677	997
728	671	952
729	565	1223
730	645	1038
731	622	1093
732	612	1160
733	625	1074
734	643	1034
735	646	1081
736	663	1054
737	634	1081
738	687	1030
739	591	1237
740	633	1115
741	680	1058
742	605	1135
743	614	1117
744	631	1076
745	672	1021
746	649	1111
747	587	1196
748	649	1109
749	622	1153
750	624	1132
751	650	1097
752	646	1129
753	668	1027
754	644	1101
755	617	1195
756	605	1181
757	660	1081
758	644	1112
759	587	1244
760	668	1086
761	634	1139
762	624	1163
763	622	1154
764	645	1135
765	691	1074
766	630	1169
767	652	1128
768	604	1213
769	645	1169
770	660	1133
771	602	1250
772	672	1112
773	615	1215
774	692	1072
775	676	1112
776	656	1162
777	684	1145
778	673	1172
779	642	1204
780	718	1045
781	597	1346
782	698	1116
783	657	1152
784	648	1202
785	676	1174
786	700	1096
787	675	1145
788	650	1230
789	656	1219
790	695	1128
791	702	1150
792	640	1249
793	668	1197
794	643	1244
795	673	1188
796	716	1099
797	636	1254
798	735	1052
799	636	1261
800	659	1245
801	629	1285
802	662	1259
803	677	1257
804	688	1181
805	740	1082
806	716	1140
807	690	1243
808	715	1134
809	629	1299
810	681	1220
811	690	1196
812	657	1276
813	776	1090
814	708	1157
815	703	1158
816	657	1299
817	696	1188
818	679	1251
819	669	1282
820	717	1191
821	683	1266
822	663	1319
823	668	1297
824	756	1084
825	679	1288
826	670	1318
827	689	1259
828	710	1236
829	698	1267
830	701	1266
831	722	1191
832	693	1265
833	729	1199
834	670	1318
835	704	1230
836	743	1173
837	732	1218
838	775	1124
839	665	1362
840	758	1152
841	745	1217
842	735	1218
843	708	1289
844	745	1333
845	749	1239
846	739	1288
847	736	1323
848	737	1315
849	715	1390
850	637	1470
851	710	1298
852	731	1305
853	711	1298
854	744	1231
855	710	1320
856	665	1436
857	665	1439
858	688	1350
859	747	1344
860	775	1221
861	727	1329
862	879	1653
863	750	1483
864	740	1325
865	772	1243
866	777	1222
867	739	1319
868	715	1394
869	706	1434
870	805	1294
871	772	1398
872	701	1583
873	761	1334
874	762	1316
875	801	1319
876	755	1472
877	759	1502
878	785	1371
879	735	1511
880	768	1483
881	801	1481
882	740	1514
883	738	1474
884	682	1642
885	768	1431
886	712	1548
887	716	1510
888	695	1556
889	831	1322
890	673	1602
891	729	1401
892	786	1377
893	845	1377
894	792	1396
895	743	1467
896	750	1423
897	735	1420
898	767	1445
899	762	1498
900	742	1453
901	780	1368
902	787	1357
903	794	1308
904	770	1374
905	736	1491
906	740	1437
907	767	1350
908	708	1502
909	779	1330
910	689	1540
911	783	1448
912	859	1477
913	1120	1768
914	1126	1720
915	1249	1894
